report_date,week_end_date,geography_type,geography_name,vdh_health_region,facility_type,count_of_cli_visits,percent_of_cli_visits,st_date
2023-04-18,2021-01-30,Health District,Richmond,Central Region,Emergency Department,367,15,2021-01-24
2023-04-18,2021-02-06,Health District,Richmond,Central Region,Emergency Department,340,15,2021-01-31
2023-04-18,2021-02-13,Health District,Richmond,Central Region,Emergency Department,302,13,2021-02-07
2023-04-18,2021-02-20,Health District,Richmond,Central Region,Emergency Department,278,12,2021-02-14
2023-04-18,2021-02-27,Health District,Richmond,Central Region,Emergency Department,286,11,2021-02-21
2023-04-18,2021-03-06,Health District,Richmond,Central Region,Emergency Department,216,9,2021-02-28
2023-04-18,2021-03-13,Health District,Richmond,Central Region,Emergency Department,195,8,2021-03-07
2023-04-18,2021-03-20,Health District,Richmond,Central Region,Emergency Department,220,9,2021-03-14
2023-04-18,2021-03-27,Health District,Richmond,Central Region,Emergency Department,238,9,2021-03-21
2023-04-18,2021-04-03,Health District,Richmond,Central Region,Emergency Department,252,10,2021-03-28
2023-04-18,2021-04-10,Health District,Richmond,Central Region,Emergency Department,273,10,2021-04-04
2023-04-18,2021-04-17,Health District,Richmond,Central Region,Emergency Department,273,10,2021-04-11
2023-04-18,2021-04-24,Health District,Richmond,Central Region,Emergency Department,252,10,2021-04-18
2023-04-18,2021-05-01,Health District,Richmond,Central Region,Emergency Department,272,10,2021-04-25
2023-04-18,2021-05-08,Health District,Richmond,Central Region,Emergency Department,264,9,2021-05-02
2023-04-18,2021-05-15,Health District,Richmond,Central Region,Emergency Department,231,9,2021-05-09
2023-04-18,2021-05-22,Health District,Richmond,Central Region,Emergency Department,289,10,2021-05-16
2023-04-18,2021-05-29,Health District,Richmond,Central Region,Emergency Department,258,9,2021-05-23
2023-04-18,2021-06-05,Health District,Richmond,Central Region,Emergency Department,263,9,2021-05-30
2023-04-18,2021-06-12,Health District,Richmond,Central Region,Emergency Department,234,8,2021-06-06
2023-04-18,2021-06-19,Health District,Richmond,Central Region,Emergency Department,234,8,2021-06-13
2023-04-18,2021-06-26,Health District,Richmond,Central Region,Emergency Department,287,10,2021-06-20
2023-04-18,2021-07-03,Health District,Richmond,Central Region,Emergency Department,273,10,2021-06-27
2023-04-18,2021-07-10,Health District,Richmond,Central Region,Emergency Department,254,9,2021-07-04
2023-04-18,2021-07-17,Health District,Richmond,Central Region,Emergency Department,305,10,2021-07-11
2023-04-18,2021-07-24,Health District,Richmond,Central Region,Emergency Department,301,10,2021-07-18
2023-04-18,2021-07-31,Health District,Richmond,Central Region,Emergency Department,333,11,2021-07-25
2023-04-18,2021-08-07,Health District,Richmond,Central Region,Emergency Department,437,14,2021-08-01
2023-04-18,2021-08-14,Health District,Richmond,Central Region,Emergency Department,575,18,2021-08-08
2023-04-18,2021-08-21,Health District,Richmond,Central Region,Emergency Department,723,22,2021-08-15
2023-04-18,2021-08-28,Health District,Richmond,Central Region,Emergency Department,749,22,2021-08-22
2023-04-18,2021-09-04,Health District,Richmond,Central Region,Emergency Department,756,23,2021-08-29
2023-04-18,2021-09-11,Health District,Richmond,Central Region,Emergency Department,699,22,2021-09-05
2023-04-18,2021-09-18,Health District,Richmond,Central Region,Emergency Department,728,22,2021-09-12
2023-04-18,2021-09-25,Health District,Richmond,Central Region,Emergency Department,661,20,2021-09-19
2023-04-18,2021-10-02,Health District,Richmond,Central Region,Emergency Department,603,19,2021-09-26
2023-04-18,2021-10-09,Health District,Richmond,Central Region,Emergency Department,557,17,2021-10-03
2023-04-18,2021-10-16,Health District,Richmond,Central Region,Emergency Department,462,15,2021-10-10
2023-04-18,2021-10-23,Health District,Richmond,Central Region,Emergency Department,445,15,2021-10-17
2023-04-18,2021-10-30,Health District,Richmond,Central Region,Emergency Department,390,13,2021-10-24
2023-04-18,2021-11-06,Health District,Richmond,Central Region,Emergency Department,310,11,2021-10-31
2023-04-18,2021-11-13,Health District,Richmond,Central Region,Emergency Department,353,13,2021-11-07
2023-04-18,2021-11-20,Health District,Richmond,Central Region,Emergency Department,379,13,2021-11-14
2023-04-18,2021-11-27,Health District,Richmond,Central Region,Emergency Department,331,13,2021-11-21
2023-04-18,2021-12-04,Health District,Richmond,Central Region,Emergency Department,413,13,2021-11-28
2023-04-18,2021-12-11,Health District,Richmond,Central Region,Emergency Department,504,16,2021-12-05
2023-04-18,2021-12-18,Health District,Richmond,Central Region,Emergency Department,586,19,2021-12-12
2023-04-18,2021-12-25,Health District,Richmond,Central Region,Emergency Department,1032,32,2021-12-19
2023-04-18,2022-01-01,Health District,Richmond,Central Region,Emergency Department,2010,44,2021-12-26
2023-04-18,2022-01-08,Health District,Richmond,Central Region,Emergency Department,1440,40,2022-01-02
2023-04-18,2022-01-15,Health District,Richmond,Central Region,Emergency Department,963,33,2022-01-09
2023-04-18,2022-01-22,Health District,Richmond,Central Region,Emergency Department,657,26,2022-01-16
2023-04-18,2022-01-29,Health District,Richmond,Central Region,Emergency Department,483,18,2022-01-23
2023-04-18,2022-02-05,Health District,Richmond,Central Region,Emergency Department,330,14,2022-01-30
2023-04-18,2022-02-12,Health District,Richmond,Central Region,Emergency Department,303,12,2022-02-06
2023-04-18,2022-02-19,Health District,Richmond,Central Region,Emergency Department,268,10,2022-02-13
2023-04-18,2022-02-26,Health District,Richmond,Central Region,Emergency Department,248,9,2022-02-20
2023-04-18,2022-03-05,Health District,Richmond,Central Region,Emergency Department,262,10,2022-02-27
2023-04-18,2022-03-12,Health District,Richmond,Central Region,Emergency Department,213,8,2022-03-06
2023-04-18,2022-03-19,Health District,Richmond,Central Region,Emergency Department,237,8,2022-03-13
2023-04-18,2022-03-26,Health District,Richmond,Central Region,Emergency Department,216,8,2022-03-20
2023-04-18,2022-04-02,Health District,Richmond,Central Region,Emergency Department,212,8,2022-03-27
2023-04-18,2022-04-09,Health District,Richmond,Central Region,Emergency Department,210,8,2022-04-03
2023-04-18,2022-04-16,Health District,Richmond,Central Region,Emergency Department,215,8,2022-04-10
2023-04-18,2022-04-23,Health District,Richmond,Central Region,Emergency Department,238,8,2022-04-17
2023-04-18,2022-04-30,Health District,Richmond,Central Region,Emergency Department,254,8,2022-04-24
2023-04-18,2022-05-07,Health District,Richmond,Central Region,Emergency Department,338,11,2022-05-01
2023-04-18,2022-05-14,Health District,Richmond,Central Region,Emergency Department,371,12,2022-05-08
2023-04-18,2022-05-21,Health District,Richmond,Central Region,Emergency Department,359,11,2022-05-15
2023-04-18,2022-05-28,Health District,Richmond,Central Region,Emergency Department,402,13,2022-05-22
2023-04-18,2022-06-04,Health District,Richmond,Central Region,Emergency Department,421,13,2022-05-29
2023-04-18,2022-06-11,Health District,Richmond,Central Region,Emergency Department,441,13,2022-06-05
2023-04-18,2022-06-18,Health District,Richmond,Central Region,Emergency Department,383,13,2022-06-12
2023-04-18,2022-06-25,Health District,Richmond,Central Region,Emergency Department,371,12,2022-06-19
2023-04-18,2022-07-02,Health District,Richmond,Central Region,Emergency Department,409,14,2022-06-26
2023-04-18,2022-07-09,Health District,Richmond,Central Region,Emergency Department,374,12,2022-07-03
2023-04-18,2022-07-16,Health District,Richmond,Central Region,Emergency Department,379,12,2022-07-10
2023-04-18,2022-07-23,Health District,Richmond,Central Region,Emergency Department,430,14,2022-07-17
2023-04-18,2022-07-30,Health District,Richmond,Central Region,Emergency Department,434,13,2022-07-24
2023-04-18,2022-08-06,Health District,Richmond,Central Region,Emergency Department,409,13,2022-07-31
2023-04-18,2022-08-13,Health District,Richmond,Central Region,Emergency Department,410,14,2022-08-07
2023-04-18,2022-08-20,Health District,Richmond,Central Region,Emergency Department,357,12,2022-08-14
2023-04-18,2022-08-27,Health District,Richmond,Central Region,Emergency Department,350,12,2022-08-21
2023-04-18,2022-09-03,Health District,Richmond,Central Region,Emergency Department,340,12,2022-08-28
2023-04-18,2022-09-10,Health District,Richmond,Central Region,Emergency Department,365,12,2022-09-04
2023-04-18,2022-09-17,Health District,Richmond,Central Region,Emergency Department,368,12,2022-09-11
2023-04-18,2022-09-24,Health District,Richmond,Central Region,Emergency Department,391,13,2022-09-18
2023-04-18,2022-10-01,Health District,Richmond,Central Region,Emergency Department,401,13,2022-09-25
2023-04-18,2022-10-08,Health District,Richmond,Central Region,Emergency Department,375,12,2022-10-02
2023-04-18,2022-10-15,Health District,Richmond,Central Region,Emergency Department,422,14,2022-10-09
2023-04-18,2022-10-22,Health District,Richmond,Central Region,Emergency Department,432,13,2022-10-16
2023-04-18,2022-10-29,Health District,Richmond,Central Region,Emergency Department,516,16,2022-10-23
2023-04-18,2022-11-05,Health District,Richmond,Central Region,Emergency Department,611,16,2022-10-30
2023-04-18,2022-11-12,Health District,Richmond,Central Region,Emergency Department,657,17,2022-11-06
2023-04-18,2022-11-19,Health District,Richmond,Central Region,Emergency Department,516,15,2022-11-13
2023-04-18,2022-11-26,Health District,Richmond,Central Region,Emergency Department,564,17,2022-11-20
2023-04-18,2022-12-03,Health District,Richmond,Central Region,Emergency Department,571,16,2022-11-27
2023-04-18,2022-12-10,Health District,Richmond,Central Region,Emergency Department,521,16,2022-12-04
2023-04-18,2022-12-17,Health District,Richmond,Central Region,Emergency Department,491,17,2022-12-11
2023-04-18,2022-12-24,Health District,Richmond,Central Region,Emergency Department,399,15,2022-12-18
2023-04-18,2022-12-31,Health District,Richmond,Central Region,Emergency Department,475,17,2022-12-25
2023-04-18,2023-01-07,Health District,Richmond,Central Region,Emergency Department,489,16,2023-01-01
2023-04-18,2023-01-14,Health District,Richmond,Central Region,Emergency Department,398,14,2023-01-08
2023-04-18,2023-01-21,Health District,Richmond,Central Region,Emergency Department,392,13,2023-01-15
2023-04-18,2023-01-28,Health District,Richmond,Central Region,Emergency Department,380,13,2023-01-22
2023-04-18,2023-02-04,Health District,Richmond,Central Region,Emergency Department,380,13,2023-01-29
2023-04-18,2023-02-11,Health District,Richmond,Central Region,Emergency Department,389,12,2023-02-05
2023-04-18,2023-02-18,Health District,Richmond,Central Region,Emergency Department,350,12,2023-02-12
2023-04-18,2023-02-25,Health District,Richmond,Central Region,Emergency Department,310,11,2023-02-19
2023-04-18,2023-03-04,Health District,Richmond,Central Region,Emergency Department,311,11,2023-02-26
2023-04-18,2023-03-11,Health District,Richmond,Central Region,Emergency Department,265,9,2023-03-05
2023-04-18,2023-03-18,Health District,Richmond,Central Region,Emergency Department,321,11,2023-03-12
2023-04-18,2023-03-25,Health District,Richmond,Central Region,Emergency Department,284,9,2023-03-19
2023-04-18,2023-04-01,Health District,Richmond,Central Region,Emergency Department,254,8,2023-03-26
2023-04-18,2023-04-08,Health District,Richmond,Central Region,Emergency Department,232,8,2023-04-02
2023-04-18,2023-04-15,Health District,Richmond,Central Region,Emergency Department,224,8,2023-04-09
2023-04-18,2020-03-07,Health District,Richmond,Central Region,Urgent Care,65,5,2020-03-01
2023-04-18,2020-03-14,Health District,Richmond,Central Region,Urgent Care,73,5,2020-03-08
2023-04-18,2020-03-21,Health District,Richmond,Central Region,Urgent Care,54,6,2020-03-15
2023-04-18,2020-03-28,Health District,Richmond,Central Region,Urgent Care,36,5,2020-03-22
2023-04-18,2020-04-04,Health District,Richmond,Central Region,Urgent Care,13,2,2020-03-29
2023-04-18,2020-04-11,Health District,Richmond,Central Region,Urgent Care,16,3,2020-04-05
2023-04-18,2020-04-18,Health District,Richmond,Central Region,Urgent Care,49,8,2020-04-12
2023-04-18,2020-04-25,Health District,Richmond,Central Region,Urgent Care,161,22,2020-04-19
2023-04-18,2020-05-02,Health District,Richmond,Central Region,Urgent Care,149,19,2020-04-26
2023-04-18,2020-05-09,Health District,Richmond,Central Region,Urgent Care,212,23,2020-05-03
2023-04-18,2020-05-16,Health District,Richmond,Central Region,Urgent Care,316,31,2020-05-10
2023-04-18,2020-05-23,Health District,Richmond,Central Region,Urgent Care,392,34,2020-05-17
2023-04-18,2020-05-30,Health District,Richmond,Central Region,Urgent Care,377,34,2020-05-24
2023-04-18,2020-06-06,Health District,Richmond,Central Region,Urgent Care,384,32,2020-05-31
2023-04-18,2020-06-13,Health District,Richmond,Central Region,Urgent Care,343,29,2020-06-07
2023-04-18,2020-06-20,Health District,Richmond,Central Region,Urgent Care,393,31,2020-06-14
2023-04-18,2020-06-27,Health District,Richmond,Central Region,Urgent Care,351,30,2020-06-21
2023-04-18,2020-07-04,Health District,Richmond,Central Region,Urgent Care,364,28,2020-06-28
2023-04-18,2020-07-11,Health District,Richmond,Central Region,Urgent Care,417,30,2020-07-05
2023-04-18,2020-07-18,Health District,Richmond,Central Region,Urgent Care,438,31,2020-07-12
2023-04-18,2020-07-25,Health District,Richmond,Central Region,Urgent Care,228,20,2020-07-19
2023-04-18,2020-08-01,Health District,Richmond,Central Region,Urgent Care,201,18,2020-07-26
2023-04-18,2020-08-08,Health District,Richmond,Central Region,Urgent Care,192,17,2020-08-02
2023-04-18,2020-08-15,Health District,Richmond,Central Region,Urgent Care,270,21,2020-08-09
2023-04-18,2020-08-22,Health District,Richmond,Central Region,Urgent Care,195,17,2020-08-16
2023-04-18,2020-08-29,Health District,Richmond,Central Region,Urgent Care,198,17,2020-08-23
2023-04-18,2020-09-05,Health District,Richmond,Central Region,Urgent Care,296,24,2020-08-30
2023-04-18,2020-09-12,Health District,Richmond,Central Region,Urgent Care,325,26,2020-09-06
2023-04-18,2020-09-19,Health District,Richmond,Central Region,Urgent Care,362,26,2020-09-13
2023-04-18,2020-09-26,Health District,Richmond,Central Region,Urgent Care,353,26,2020-09-20
2023-04-18,2020-10-03,Health District,Richmond,Central Region,Urgent Care,401,28,2020-09-27
2023-04-18,2020-10-10,Health District,Richmond,Central Region,Urgent Care,407,30,2020-10-04
2023-04-18,2020-10-17,Health District,Richmond,Central Region,Urgent Care,370,29,2020-10-11
2023-04-18,2020-10-24,Health District,Richmond,Central Region,Urgent Care,383,28,2020-10-18
2023-04-18,2020-10-31,Health District,Richmond,Central Region,Urgent Care,394,30,2020-10-25
2023-04-18,2020-11-07,Health District,Richmond,Central Region,Urgent Care,420,32,2020-11-01
2023-04-18,2020-11-14,Health District,Richmond,Central Region,Urgent Care,461,32,2020-11-08
2023-04-18,2020-11-21,Health District,Richmond,Central Region,Urgent Care,631,40,2020-11-15
2023-04-18,2020-11-28,Health District,Richmond,Central Region,Urgent Care,463,36,2020-11-22
2023-04-18,2020-12-05,Health District,Richmond,Central Region,Urgent Care,515,37,2020-11-29
2023-04-18,2020-12-12,Health District,Richmond,Central Region,Urgent Care,568,40,2020-12-06
2023-04-18,2020-12-19,Health District,Richmond,Central Region,Urgent Care,733,46,2020-12-13
2023-04-18,2020-12-26,Health District,Richmond,Central Region,Urgent Care,782,49,2020-12-20
2023-04-18,2021-01-02,Health District,Richmond,Central Region,Urgent Care,762,44,2020-12-27
2023-04-18,2021-01-09,Health District,Richmond,Central Region,Urgent Care,893,47,2021-01-03
2023-04-18,2021-01-16,Health District,Richmond,Central Region,Urgent Care,782,42,2021-01-10
2023-04-18,2021-01-23,Health District,Richmond,Central Region,Urgent Care,657,39,2021-01-17
2023-04-18,2021-01-30,Health District,Richmond,Central Region,Urgent Care,636,39,2021-01-24
2023-04-18,2021-02-06,Health District,Richmond,Central Region,Urgent Care,549,39,2021-01-31
2023-04-18,2021-02-13,Health District,Richmond,Central Region,Urgent Care,474,36,2021-02-07
2023-04-18,2021-02-20,Health District,Richmond,Central Region,Urgent Care,412,32,2021-02-14
2023-04-18,2021-02-27,Health District,Richmond,Central Region,Urgent Care,344,24,2021-02-21
2023-04-18,2021-03-06,Health District,Richmond,Central Region,Urgent Care,292,21,2021-02-28
2023-04-18,2021-03-13,Health District,Richmond,Central Region,Urgent Care,250,20,2021-03-07
2023-04-18,2021-03-20,Health District,Richmond,Central Region,Urgent Care,230,18,2021-03-14
2023-04-18,2021-03-27,Health District,Richmond,Central Region,Urgent Care,240,18,2021-03-21
2023-04-18,2021-04-03,Health District,Richmond,Central Region,Urgent Care,302,20,2021-03-28
2023-04-18,2021-04-10,Health District,Richmond,Central Region,Urgent Care,229,16,2021-04-04
2023-04-18,2021-04-17,Health District,Richmond,Central Region,Urgent Care,220,16,2021-04-11
2023-04-18,2021-04-24,Health District,Richmond,Central Region,Urgent Care,199,16,2021-04-18
2023-04-18,2021-05-01,Health District,Richmond,Central Region,Urgent Care,154,12,2021-04-25
2023-04-18,2021-05-08,Health District,Richmond,Central Region,Urgent Care,151,11,2021-05-02
2023-04-18,2021-05-15,Health District,Richmond,Central Region,Urgent Care,146,12,2021-05-09
2023-04-18,2021-05-22,Health District,Richmond,Central Region,Urgent Care,116,9,2021-05-16
2023-04-18,2021-05-29,Health District,Richmond,Central Region,Urgent Care,94,8,2021-05-23
2023-04-18,2021-06-05,Health District,Richmond,Central Region,Urgent Care,123,10,2021-05-30
2023-04-18,2021-06-12,Health District,Richmond,Central Region,Urgent Care,106,8,2021-06-06
2023-04-18,2021-06-19,Health District,Richmond,Central Region,Urgent Care,100,8,2021-06-13
2023-04-18,2021-06-26,Health District,Richmond,Central Region,Urgent Care,87,7,2021-06-20
2023-04-18,2021-07-03,Health District,Richmond,Central Region,Urgent Care,109,9,2021-06-27
2023-04-18,2021-07-10,Health District,Richmond,Central Region,Urgent Care,107,8,2021-07-04
2023-04-18,2021-07-17,Health District,Richmond,Central Region,Urgent Care,144,10,2021-07-11
2023-04-18,2021-07-24,Health District,Richmond,Central Region,Urgent Care,166,12,2021-07-18
2023-04-18,2021-07-31,Health District,Richmond,Central Region,Urgent Care,321,21,2021-07-25
2023-04-18,2021-08-07,Health District,Richmond,Central Region,Urgent Care,423,25,2021-08-01
2023-04-18,2021-08-14,Health District,Richmond,Central Region,Urgent Care,608,33,2021-08-08
2023-04-18,2021-08-21,Health District,Richmond,Central Region,Urgent Care,688,36,2021-08-15
2023-04-18,2021-08-28,Health District,Richmond,Central Region,Urgent Care,730,37,2021-08-22
2023-04-18,2021-09-04,Health District,Richmond,Central Region,Urgent Care,438,25,2021-08-29
2023-04-18,2021-09-11,Health District,Richmond,Central Region,Urgent Care,326,19,2021-09-05
2023-04-18,2021-09-18,Health District,Richmond,Central Region,Urgent Care,311,19,2021-09-12
2023-04-18,2021-09-25,Health District,Richmond,Central Region,Urgent Care,251,16,2021-09-19
2023-04-18,2021-10-02,Health District,Richmond,Central Region,Urgent Care,230,15,2021-09-26
2023-04-18,2021-10-09,Health District,Richmond,Central Region,Urgent Care,223,16,2021-10-03
2023-04-18,2021-10-16,Health District,Richmond,Central Region,Urgent Care,178,13,2021-10-10
2023-04-18,2021-10-23,Health District,Richmond,Central Region,Urgent Care,142,11,2021-10-17
2023-04-18,2021-10-30,Health District,Richmond,Central Region,Urgent Care,135,11,2021-10-24
2023-04-18,2021-11-06,Health District,Richmond,Central Region,Urgent Care,165,13,2021-10-31
2023-04-18,2021-11-13,Health District,Richmond,Central Region,Urgent Care,184,13,2021-11-07
2023-04-18,2021-11-20,Health District,Richmond,Central Region,Urgent Care,210,16,2021-11-14
2023-04-18,2021-11-27,Health District,Richmond,Central Region,Urgent Care,197,17,2021-11-21
2023-04-18,2021-12-04,Health District,Richmond,Central Region,Urgent Care,296,20,2021-11-28
2023-04-18,2021-12-11,Health District,Richmond,Central Region,Urgent Care,303,20,2021-12-05
2023-04-18,2021-12-18,Health District,Richmond,Central Region,Urgent Care,481,29,2021-12-12
2023-04-18,2021-12-25,Health District,Richmond,Central Region,Urgent Care,770,40,2021-12-19
2023-04-18,2022-01-01,Health District,Richmond,Central Region,Urgent Care,1025,52,2021-12-26
2023-04-18,2022-01-08,Health District,Richmond,Central Region,Urgent Care,842,46,2022-01-02
2023-04-18,2022-01-15,Health District,Richmond,Central Region,Urgent Care,543,35,2022-01-09
2023-04-18,2022-01-22,Health District,Richmond,Central Region,Urgent Care,346,27,2022-01-16
2023-04-18,2022-01-29,Health District,Richmond,Central Region,Urgent Care,290,24,2022-01-23
2023-04-18,2022-02-05,Health District,Richmond,Central Region,Urgent Care,134,14,2022-01-30
2023-04-18,2022-02-12,Health District,Richmond,Central Region,Urgent Care,101,10,2022-02-06
2023-04-18,2022-02-19,Health District,Richmond,Central Region,Urgent Care,79,8,2022-02-13
2023-04-18,2022-02-26,Health District,Richmond,Central Region,Urgent Care,89,9,2022-02-20
2023-04-18,2022-03-05,Health District,Richmond,Central Region,Urgent Care,66,6,2022-02-27
2023-04-18,2022-03-12,Health District,Richmond,Central Region,Urgent Care,66,6,2022-03-06
2023-04-18,2022-03-19,Health District,Richmond,Central Region,Urgent Care,52,5,2022-03-13
2023-04-18,2022-03-26,Health District,Richmond,Central Region,Urgent Care,50,4,2022-03-20
2023-04-18,2022-04-02,Health District,Richmond,Central Region,Urgent Care,69,6,2022-03-27
2023-04-18,2022-04-09,Health District,Richmond,Central Region,Urgent Care,55,5,2022-04-03
2023-04-18,2022-04-16,Health District,Richmond,Central Region,Urgent Care,54,5,2022-04-10
2023-04-18,2022-04-23,Health District,Richmond,Central Region,Urgent Care,75,7,2022-04-17
2023-04-18,2022-04-30,Health District,Richmond,Central Region,Urgent Care,121,10,2022-04-24
2023-04-18,2022-05-07,Health District,Richmond,Central Region,Urgent Care,159,12,2022-05-01
2023-04-18,2022-05-14,Health District,Richmond,Central Region,Urgent Care,163,13,2022-05-08
2023-04-18,2022-05-21,Health District,Richmond,Central Region,Urgent Care,232,16,2022-05-15
2023-04-18,2022-05-28,Health District,Richmond,Central Region,Urgent Care,176,13,2022-05-22
2023-04-18,2022-06-04,Health District,Richmond,Central Region,Urgent Care,233,17,2022-05-29
2023-04-18,2022-06-11,Health District,Richmond,Central Region,Urgent Care,234,17,2022-06-05
2023-04-18,2022-06-18,Health District,Richmond,Central Region,Urgent Care,184,14,2022-06-12
2023-04-18,2022-06-25,Health District,Richmond,Central Region,Urgent Care,182,15,2022-06-19
2023-04-18,2022-07-02,Health District,Richmond,Central Region,Urgent Care,226,17,2022-06-26
2023-04-18,2022-07-09,Health District,Richmond,Central Region,Urgent Care,223,18,2022-07-03
2023-04-18,2022-07-16,Health District,Richmond,Central Region,Urgent Care,242,18,2022-07-10
2023-04-18,2022-07-23,Health District,Richmond,Central Region,Urgent Care,252,19,2022-07-17
2023-04-18,2022-07-30,Health District,Richmond,Central Region,Urgent Care,238,17,2022-07-24
2023-04-18,2022-08-06,Health District,Richmond,Central Region,Urgent Care,273,20,2022-07-31
2023-04-18,2022-08-13,Health District,Richmond,Central Region,Urgent Care,274,20,2022-08-07
2023-04-18,2022-08-20,Health District,Richmond,Central Region,Urgent Care,222,17,2022-08-14
2023-04-18,2022-08-27,Health District,Richmond,Central Region,Urgent Care,221,17,2022-08-21
2023-04-18,2022-09-03,Health District,Richmond,Central Region,Urgent Care,225,17,2022-08-28
2023-04-18,2022-09-10,Health District,Richmond,Central Region,Urgent Care,216,16,2022-09-04
2023-04-18,2022-09-17,Health District,Richmond,Central Region,Urgent Care,207,15,2022-09-11
2023-04-18,2022-09-24,Health District,Richmond,Central Region,Urgent Care,188,15,2022-09-18
2023-04-18,2022-10-01,Health District,Richmond,Central Region,Urgent Care,196,16,2022-09-25
2023-04-18,2022-10-08,Health District,Richmond,Central Region,Urgent Care,188,15,2022-10-02
2023-04-18,2022-10-15,Health District,Richmond,Central Region,Urgent Care,206,16,2022-10-09
2023-04-18,2022-10-22,Health District,Richmond,Central Region,Urgent Care,189,14,2022-10-16
2023-04-18,2022-10-29,Health District,Richmond,Central Region,Urgent Care,228,17,2022-10-23
2023-04-18,2022-11-05,Health District,Richmond,Central Region,Urgent Care,309,21,2022-10-30
2023-04-18,2022-11-12,Health District,Richmond,Central Region,Urgent Care,301,21,2022-11-06
2023-04-18,2022-11-19,Health District,Richmond,Central Region,Urgent Care,292,20,2022-11-13
2023-04-18,2022-11-26,Health District,Richmond,Central Region,Urgent Care,317,23,2022-11-20
2023-04-18,2022-12-03,Health District,Richmond,Central Region,Urgent Care,359,23,2022-11-27
2023-04-18,2022-12-10,Health District,Richmond,Central Region,Urgent Care,310,22,2022-12-04
2023-04-18,2022-12-17,Health District,Richmond,Central Region,Urgent Care,304,23,2022-12-11
2023-04-18,2022-12-24,Health District,Richmond,Central Region,Urgent Care,341,29,2022-12-18
2023-04-18,2022-12-31,Health District,Richmond,Central Region,Urgent Care,357,28,2022-12-25
2023-04-18,2023-01-07,Health District,Richmond,Central Region,Urgent Care,360,26,2023-01-01
2023-04-18,2023-01-14,Health District,Richmond,Central Region,Urgent Care,259,20,2023-01-08
2023-04-18,2023-01-21,Health District,Richmond,Central Region,Urgent Care,227,19,2023-01-15
2023-04-18,2023-01-28,Health District,Richmond,Central Region,Urgent Care,228,18,2023-01-22
2023-04-18,2023-02-04,Health District,Richmond,Central Region,Urgent Care,231,20,2023-01-29
2023-04-18,2023-02-11,Health District,Richmond,Central Region,Urgent Care,250,20,2023-02-05
2023-04-18,2023-02-18,Health District,Richmond,Central Region,Urgent Care,258,21,2023-02-12
2023-04-18,2023-02-25,Health District,Richmond,Central Region,Urgent Care,189,15,2023-02-19
2023-04-18,2023-03-04,Health District,Richmond,Central Region,Urgent Care,199,16,2023-02-26
2023-04-18,2023-03-11,Health District,Richmond,Central Region,Urgent Care,187,15,2023-03-05
2023-04-18,2023-03-18,Health District,Richmond,Central Region,Urgent Care,154,12,2023-03-12
2023-04-18,2023-03-25,Health District,Richmond,Central Region,Urgent Care,216,17,2023-03-19
2023-04-18,2023-04-01,Health District,Richmond,Central Region,Urgent Care,163,13,2023-03-26
2023-04-18,2023-04-08,Health District,Richmond,Central Region,Urgent Care,143,12,2023-04-02
2023-04-18,2023-04-15,Health District,Richmond,Central Region,Urgent Care,179,14,2023-04-09
2023-04-18,2020-03-07,Health District,Roanoke,Southwest Region,Emergency Department,81,7,2020-03-01
2023-04-18,2020-03-14,Health District,Roanoke,Southwest Region,Emergency Department,75,6,2020-03-08
2023-04-18,2020-03-21,Health District,Roanoke,Southwest Region,Emergency Department,94,10,2020-03-15
2023-04-18,2020-03-28,Health District,Roanoke,Southwest Region,Emergency Department,118,15,2020-03-22
2023-04-18,2020-04-04,Health District,Roanoke,Southwest Region,Emergency Department,70,10,2020-03-29
2023-04-18,2020-04-11,Health District,Roanoke,Southwest Region,Emergency Department,45,7,2020-04-05
2023-04-18,2020-04-18,Health District,Roanoke,Southwest Region,Emergency Department,59,8,2020-04-12
2023-04-18,2020-04-25,Health District,Roanoke,Southwest Region,Emergency Department,38,5,2020-04-19
2023-04-18,2020-05-02,Health District,Roanoke,Southwest Region,Emergency Department,61,8,2020-04-26
2023-04-18,2020-05-09,Health District,Roanoke,Southwest Region,Emergency Department,77,9,2020-05-03
2023-04-18,2020-05-16,Health District,Roanoke,Southwest Region,Emergency Department,50,6,2020-05-10
2023-04-18,2020-05-23,Health District,Roanoke,Southwest Region,Emergency Department,40,4,2020-05-17
2023-04-18,2020-05-30,Health District,Roanoke,Southwest Region,Emergency Department,57,6,2020-05-24
2023-04-18,2020-06-06,Health District,Roanoke,Southwest Region,Emergency Department,60,7,2020-05-31
2023-04-18,2020-06-13,Health District,Roanoke,Southwest Region,Emergency Department,47,5,2020-06-07
2023-04-18,2020-06-20,Health District,Roanoke,Southwest Region,Emergency Department,63,6,2020-06-14
2023-04-18,2020-06-27,Health District,Roanoke,Southwest Region,Emergency Department,84,8,2020-06-21
2023-04-18,2020-07-04,Health District,Roanoke,Southwest Region,Emergency Department,89,9,2020-06-28
2023-04-18,2020-07-11,Health District,Roanoke,Southwest Region,Emergency Department,93,9,2020-07-05
2023-04-18,2020-07-18,Health District,Roanoke,Southwest Region,Emergency Department,74,7,2020-07-12
2023-04-18,2020-07-25,Health District,Roanoke,Southwest Region,Emergency Department,84,8,2020-07-19
2023-04-18,2020-08-01,Health District,Roanoke,Southwest Region,Emergency Department,92,9,2020-07-26
